orden,linea,entrega,fecha_ingreso_inventario,fecha_aproximada_necesidad,dia_semana_aproximado,mes_aproximado,año_aproximado,fecha_entrega_real,nit_proveedor,CreationDate_proveedor,cantidad,pais,forma_envio,unidad_de_medida/U,terminos_de_pago,categoria_,STATUS_08,cumplio,dias_diferencia_entrega
77724915,09,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,TORNILLERIA,activo,1,0
77724915,21,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724915,32,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,"MATERIAL ELÉCTRICO PARA LUMINARIAS (PRENSAESTOPAS, BORNERAS, CONECTORES, FUSIBLES, FILTROS, ENTRE OTROS)",activo,1,0
77724915,25,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,1000.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724915,33,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,50.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77772499,02,01,2024-07-29,2024-07-27,Saturday,July,2024,2024-07-26,411234968,2021-11-19 08:24:02.910,210.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,-1
77772499,03,01,2024-07-29,2024-07-27,Saturday,July,2024,2024-07-26,411234968,2021-11-19 08:24:02.910,210.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,-1
77772499,11,01,2024-07-29,2024-07-27,Saturday,July,2024,2024-07-26,411234968,2021-11-19 08:24:02.910,800.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,CARGADORES,activo,1,-1
77772499,15,01,2024-07-29,2024-07-27,Saturday,July,2024,2024-07-26,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,-1
77724915,38,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,25.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724915,10,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724915,16,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,250.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724915,19,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724915,26,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,60.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724915,37,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,150.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724990,02,01,2024-07-29,2024-06-11,Tuesday,June,2024,2024-06-11,1101110391302,2020-02-19 15:13:55.647,10.0,SOUTH KOREA,AEREO,OZ,GIRO ANTICIPADO,OTROS,activo,1,0
77772499,01,01,2024-07-29,2023-07-27,Thursday,July,2023,2024-07-26,411234968,2021-11-19 08:24:02.910,210.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,0,365
77772499,06,01,2024-07-29,2024-07-27,Saturday,July,2024,2024-07-26,411234968,2021-11-19 08:24:02.910,210.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,-1
77772499,13,01,2024-07-29,2024-07-27,Saturday,July,2024,2024-07-26,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,-1
77772499,14,01,2024-07-29,2024-07-27,Saturday,July,2024,2024-07-26,411234968,2021-11-19 08:24:02.910,25.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,-1
77724915,13,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,CABLES,activo,1,0
77724915,14,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724915,17,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,150.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724915,29,01,2024-07-29,2024-07-19,Friday,July,2024,2024-07-19,411234968,2021-11-19 08:24:02.910,20.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77772499,05,01,2024-07-29,2024-07-27,Saturday,July,2024,2024-07-26,411234968,2021-11-19 08:24:02.910,210.0,ESTADOS UNIDOS,AEREO,UD,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,-1
77718438,01,01,2024-07-24,2024-06-11,Tuesday,June,2024,2024-06-11,913302827133281,2020-02-10 16:00:44.110,2100.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,VIDRIOS,activo,1,0
77723677,01,02,2024-07-22,2024-06-09,Sunday,June,2024,2024-06-09,3800343395,2024-03-14 13:01:36.550,100.0,TURKEY,MARITIMO,OZ,GIRO ANTICIPADO,REPRESENTACIONES,activo,1,0
77724185,01,01,2024-07-22,2024-05-30,Thursday,May,2024,2024-05-30,04284970987,2024-05-08 15:24:28.123,1500.0,ITALIA,MARITIMO,UD,GIRO ANTICIPADO,PORTALAMPARAS,activo,1,0
77724046,01,01,2024-07-22,2024-05-11,Saturday,May,2024,2024-05-11,913205827615419,2022-08-02 10:01:37.770,280.0,CHINA,AEREO,OZ,GIRO ANTICIPADO,PROGRAMA VARIOS,activo,1,0
77724622,01,01,2024-07-22,2024-07-10,Wednesday,July,2024,2024-07-10,536275080000120A,2020-10-29 17:07:29.740,20000.0,HONG KONG,TERRESTRE,KG,GIRO ANTICIPADO,PROGRAMA VARIOS,activo,1,0
77723677,02,02,2024-07-22,2024-06-09,Sunday,June,2024,2024-06-09,3800343395,2024-03-14 13:01:36.550,38.0,TURKEY,MARITIMO,OZ,GIRO ANTICIPADO,REPRESENTACIONES,activo,1,0
77720674,01,01,2024-07-22,2024-07-01,Monday,July,2024,2024-07-01,91350200MA34990Q2C,2019-08-09 11:05:16.420,20000.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,PROGRAMA VARIOS,activo,1,0
77724046,03,02,2024-07-22,2024-05-11,Saturday,May,2024,2024-05-11,913205827615419,2022-08-02 10:01:37.770,60.0,CHINA,AEREO,OZ,GIRO ANTICIPADO,COMPONENTES ELECTRONICOS,activo,1,0
77724905,02,01,2024-07-19,2024-04-25,Thursday,April,2024,2024-04-25,913303002546509,2020-03-02 14:30:57.950,4000.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,1,0
77724905,04,01,2024-07-19,2024-04-25,Thursday,April,2024,2024-04-25,913303002546509,2020-03-02 14:30:57.950,4000.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,1,0
77724905,01,01,2024-07-19,2024-04-25,Thursday,April,2024,2024-04-25,913303002546509,2020-03-02 14:30:57.950,4000.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,1,0
77724905,03,01,2024-07-19,2024-04-25,Thursday,April,2024,2024-04-25,913303002546509,2020-03-02 14:30:57.950,3994.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,1,0
77724279,02,01,2024-07-19,2024-05-30,Thursday,May,2024,2024-05-17,91330201MA293PH,2020-01-16 15:10:09.733,5120.0,CHINA,MARITIMO,OZ,CONTADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,1,-13
77724279,01,01,2024-07-19,2024-04-20,Saturday,April,2024,2024-05-17,91330201MA293PH,2020-01-16 15:10:09.733,672.0,CHINA,MARITIMO,KG,CONTADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,27
77724369,09,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,499.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,13,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,16,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,500.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,19,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,"MATERIAL ELÉCTRICO PARA LUMINARIAS (PRENSAESTOPAS, BORNERAS, CONECTORES, FUSIBLES, FILTROS, ENTRE OTROS)",activo,1,0
77724369,21,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,400.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,25,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,06,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,1600.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,29,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,1000.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,01,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,800.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,01,02,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,600.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,15,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,300.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,10,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,2600.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724369,14,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,2000.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,23,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,26,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,60.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,05,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,3500.0,ESTADOS UNIDOS,AEREO,LB,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,11,02,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,220.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,22,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,24,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,30,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,100.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,07,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,08,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,1000.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724369,18,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,154.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,27,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,58.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724369,02,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,600.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,17,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,28,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,145.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724369,03,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,500.0,ESTADOS UNIDOS,AEREO,KG,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724369,04,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,220.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,OTROS,activo,1,0
77724369,20,01,2024-07-18,2024-05-29,Wednesday,May,2024,2024-05-29,411234968,2021-11-19 08:24:02.910,200.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,"MATERIAL ELÉCTRICO PARA LUMINARIAS (PRENSAESTOPAS, BORNERAS, CONECTORES, FUSIBLES, FILTROS, ENTRE OTROS)",activo,1,0
77724505,02,01,2024-07-17,2024-07-01,Monday,July,2024,2024-07-01,1388112945,2014-10-24 09:31:55.873,5.0,SOUTH KOREA,AEREO,OZ,GIRO ANTICIPADO,REPRESENTACIONES,activo,1,0
77724278,01,01,2024-07-17,2024-05-20,Monday,May,2024,2024-05-20,91330201MA293PH,2020-01-16 15:10:09.733,500.0,CHINA,MARITIMO,OZ,CONTADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,1,0
77724505,01,01,2024-07-17,2024-07-01,Monday,July,2024,2024-07-01,1388112945,2014-10-24 09:31:55.873,5.0,SOUTH KOREA,AEREO,KG,GIRO ANTICIPADO,PROGRAMA VARIOS,activo,1,0
77724505,03,01,2024-07-17,2024-07-01,Monday,July,2024,2024-07-01,1388112945,2014-10-24 09:31:55.873,3.0,SOUTH KOREA,AEREO,OZ,GIRO ANTICIPADO,REPRESENTACIONES,activo,1,0
77722930,01,01,2024-07-17,2024-06-04,Tuesday,June,2024,2024-06-04,533168996,2022-12-02 07:47:18.523,17.0,TURKEY,MARITIMO,OZ,GIRO ANTICIPADO,REPRESENTACIONES,activo,1,0
77724172,01,01,2024-07-17,2024-06-19,Wednesday,June,2024,2024-06-19,91330201MA293PH,2020-01-16 15:10:09.733,6400.0,CHINA,MARITIMO,OZ,CONTADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,1,0
77724785,01,01,2024-07-11,2024-07-01,Monday,July,2024,2024-07-01,914403003429545,2023-04-13 10:43:33.327,15.0,CHINA,TERRESTRE,OZ,GIRO ANTICIPADO,MUESTRA,activo,1,0
77723666,01,01,2024-07-11,2024-07-05,Friday,July,2024,2024-07-05,1388112945,2014-10-24 09:31:55.873,10.0,SOUTH KOREA,AEREO,KG,GIRO ANTICIPADO,REPRESENTACIONES,activo,1,0
77724777,01,01,2024-07-09,2024-06-26,Wednesday,June,2024,2024-06-26,1388112945,2014-10-24 09:31:55.873,7.0,SOUTH KOREA,AEREO,OZ,GIRO ANTICIPADO,REPRESENTACIONES,activo,1,0
77724736,01,01,2024-07-09,2024-07-02,Tuesday,July,2024,2024-07-02,411234968,2021-11-19 08:24:02.910,4.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,MUESTRA,activo,1,0
77724736,03,01,2024-07-09,2024-07-02,Tuesday,July,2024,2024-07-02,411234968,2021-11-19 08:24:02.910,4.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,MUESTRA,activo,1,0
77724777,02,01,2024-07-09,2024-06-26,Wednesday,June,2024,2024-06-26,1388112945,2014-10-24 09:31:55.873,1.0,SOUTH KOREA,AEREO,OZ,GIRO ANTICIPADO,REPRESENTACIONES,activo,1,0
77724736,04,01,2024-07-09,2024-07-02,Tuesday,July,2024,2024-07-02,411234968,2021-11-19 08:24:02.910,4.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,MUESTRA,activo,1,0
77724736,02,01,2024-07-09,2024-07-02,Tuesday,July,2024,2024-07-02,411234968,2021-11-19 08:24:02.910,4.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,MUESTRA,activo,1,0
77724736,05,01,2024-07-09,2024-07-02,Tuesday,July,2024,2024-07-02,411234968,2021-11-19 08:24:02.910,500.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77723548,02,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,6280.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,05,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,3140.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,07,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,3140.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,12,01,2024-07-08,2024-05-15,Wednesday,May,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,300.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,9
77723548,13,01,2024-07-08,2024-05-20,Monday,May,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,500.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,4
77723466,01,02,2024-07-08,2024-04-19,Friday,April,2024,2024-04-19,202127537K,2022-06-07 14:42:20.473,8000.0,SINGAPORE,AEREO,OZ,GIRO ANTICIPADO,CONJUNTO ELÉCTRICO LED,activo,1,0
77723548,08,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,3140.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,11,01,2024-07-08,2024-05-15,Wednesday,May,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,560.0,CHINA,MARITIMO,KG,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,9
77724610,01,01,2024-07-08,2024-06-26,Wednesday,June,2024,2024-06-26,341218686,2019-02-20 14:28:54.743,35.0,ESTADOS UNIDOS,AEREO,LB,GIRO ANTICIPADO,PROGRAMA VARIOS,activo,1,0
77724610,02,01,2024-07-08,2024-06-26,Wednesday,June,2024,2024-06-26,341218686,2019-02-20 14:28:54.743,35.0,ESTADOS UNIDOS,AEREO,OZ,GIRO ANTICIPADO,SILICONA,activo,1,0
77723466,02,01,2024-07-08,2024-04-19,Friday,April,2024,2024-04-19,202127537K,2022-06-07 14:42:20.473,5000.0,SINGAPORE,AEREO,OZ,GIRO ANTICIPADO,CONJUNTO ELÉCTRICO LED,activo,1,0
77723548,09,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,3140.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,03,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,6280.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,04,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,9420.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,10,01,2024-07-08,2024-05-20,Monday,May,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,2000.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,4
77723548,16,01,2024-07-08,2024-05-20,Monday,May,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,2000.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,4
77723548,01,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,3140.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,06,01,2024-07-08,2024-04-25,Thursday,April,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,3140.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,29
77723548,14,01,2024-07-08,2024-05-20,Monday,May,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,2000.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,4
77723548,15,01,2024-07-08,2024-05-20,Monday,May,2024,2024-05-24,913303002546509,2020-03-02 14:30:57.950,2000.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,KITS Y PARTES PARA PROTECCIONES CONVENCIONALES,activo,0,4
77724703,01,01,2024-07-05,2024-06-28,Friday,June,2024,2024-06-28,IT03939360610,2021-02-08 12:27:30.270,25.0,ITALIA,AEREO,OZ,GIRO ANTICIPADO,COMPONENTES ELECTRONICOS,activo,1,0
77724683,01,01,2024-07-05,2024-06-14,Friday,June,2024,2024-06-14,914403006955954,2023-05-24 07:48:35.003,2.0,CHINA,MARITIMO,OZ,GIRO ANTICIPADO,MUESTRA,activo,1,0
77724653,10,01,2024-07-03,2024-06-21,Friday,June,2024,2024-06-21,411234968,2021-11-19 08:24:02.910,10.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724703,01,01,2024-07-03,2024-06-28,Friday,June,2024,2024-06-28,IT03939360610,2021-02-08 12:27:30.270,25.0,ITALIA,AEREO,OZ,GIRO ANTICIPADO,COMPONENTES ELECTRONICOS,activo,1,0
77724653,02,01,2024-07-03,2024-06-21,Friday,June,2024,2024-06-21,411234968,2021-11-19 08:24:02.910,10.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724197,03,01,2024-07-03,2024-06-18,Tuesday,June,2024,2024-06-18,B64980105,2021-11-23 09:26:25.023,9.0,ESPAÑA,AEREO,OZ,GIRO ANTICIPADO,LENTES Y SUS ACCESORIOS,suspendido,1,0
77724197,04,01,2024-07-03,2024-06-18,Tuesday,June,2024,2024-06-18,B64980105,2021-11-23 09:26:25.023,6.0,ESPAÑA,AEREO,OZ,GIRO ANTICIPADO,LENTES Y SUS ACCESORIOS,suspendido,1,0
77724653,13,01,2024-07-03,2024-06-21,Friday,June,2024,2024-06-21,411234968,2021-11-19 08:24:02.910,12.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724653,09,01,2024-07-03,2024-06-21,Friday,June,2024,2024-06-21,411234968,2021-11-19 08:24:02.910,10.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,REPRESENTACIONES,activo,1,0
77724653,12,01,2024-07-03,2024-06-21,Friday,June,2024,2024-06-21,411234968,2021-11-19 08:24:02.910,10.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724653,01,02,2024-07-03,2024-06-21,Friday,June,2024,2024-06-21,411234968,2021-11-19 08:24:02.910,15.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
77724653,03,02,2024-07-03,2024-06-21,Friday,June,2024,2024-06-21,411234968,2021-11-19 08:24:02.910,40.0,ESTADOS UNIDOS,AEREO,OZ,A 30 DIAS,COMPONENTES ELECTRONICOS,activo,1,0
